business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,Food,Restaurants,Bars,CoffeeTea,SpecFood,FastFood,Bakeries,Desserts,SushiBars,Cafes,Canadian,Juice,Pubs,EthnicFood,Japanese,IceCream,Sandwiches,Breakfast,Lounges,Chinese,Beer,Burgers,Wine,Shopping,American,Monday,Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday,fullbar,beerandwine,PriceRange1,PriceRange2,PriceRange3,PriceRange4,FreeWiFi,quiet_noise,veryloud_noise,loud_noise,PaidWiFi,GoodForKids,RestaurantsReservations,Caters,RestaurantsTableService,RestaurantsTakeOut,OutdoorSeating,BikeParking,HasTV,RestaurantsGoodForGroups,RestaurantsDelivery,checkins,UserExp,compliment_count,Simplified_PostalCode,PricingRange,DaysOpen
DlFKsdGY7-7c4u7_A-W99Q,Bakery & Kaffee Haus,238 Queen Street W,Toronto,ON,M5V 1Z9,43.6501306,-79.3904119,3.5,36,0,"Coffee & Tea, Internet Cafes, Bakeries, Food",1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7:30-19:0,9:0-18:0,7:30-19:0,7:30-19:0,7:30-19:0,7:30-20:0,8:30-19:0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,12,0,V,2,7
7A1rTh8gGbJTyCIcbdb6dg,Rakia Bar,1402B Queen Street E,Toronto,ON,M4L 1C7,43.6647558,-79.3242952,4,16,0,"Beer, Wine & Spirits, Canadian (New), Restaurants, Lounges, Bars, Modern European, Nightlife, Food",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1/1/1900 0:00,10:0-15:0,18:0-0:0,18:0-0:0,18:0-0:0,6:0-2:0,6:0-2:0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,18,4,0,L,3,6
yW9IIc1cBIlFlbOG_1pp_Q,La Salumeria,2021 Yonge Street,Toronto,ON,M4S 2A2,43.7013197,-79.3970562,4.5,20,1,"Delicatessen, Specialty Food, Cheese Shops, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9:0-19:0,9:0-18:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-18:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13,1,0,S,2,7
LpwmR1unntc_8KdVfwNH9g,Bulldog Coffee,111 Richmond Street W,Toronto,ON,M5H 3K6,43.6503522,-79.3837951,4.5,25,1,"Restaurants, Shopping, Cafes, Public Markets, Coffee & Tea, Food",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,43,4,0,H,1,7
8vXuS7T_TZGNJk9MAdV__g,Rabba Fine Foods Stores,37 Charles Street W,Toronto,ON,M4Y 2R4,43.6682235,-79.3876204,3,12,1,"Grocery, Convenience Stores, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82,3,0,Y,2,7
oU-Af-_1zT-ewuLfIubN2w,Katsu Japanese Restaurant,572 Danforth Avenue,Toronto,ON,M4K 1R1,43.6786948,-79.3470507,3,86,1,"Japanese, Restaurants, Sushi Bars",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:30,11:30-23:30,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,72,9,0,K,2,6
A3YhRPb0DPQPJL22nlYSxw,Buddha Pie,514B Annette Street,Toronto,ON,M6P 1S3,43.6602773,-79.4797994,3.5,45,1,"Pizza, Restaurants, Sandwiches, Coffee & Tea, Food",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1/1/1900 0:00,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,32,3,0,P,2,6
wWjDMAy3NjpuIN64fASGfQ,The Little Dog,566 College Street,Toronto,ON,M6G 1A9,43.6557382,-79.412564,3,23,0,"Restaurants, Hot Dogs, Specialty Food, Food",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,52,10,0,G,1,7
pTbkdBDDKxNVjKUZ_6RAug,Xawaash,"130 Queens Plate Drive, Unit 1",Toronto,ON,M9W,43.7153145,-79.5928985,4,105,1,"Event Planning & Services, Caterers, Specialty Food, Restaurants, Halal, Internet Cafes, Mediterranean, Middle Eastern, African, Food",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:0-22:0,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,183,11,0,W,2,7
a7mTbEi2N8Zd-r-8jlReww,Koryo Korean Barbeque,300 Borough Drive,Toronto,ON,M1P 4P5,43.77520955,-79.25708778,3.5,7,0,"Japanese, Korean, Restaurants, Barbeque, Fast Food",1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,11,1,0,P,2,7
_6lOxgno5mnHcy89mPRJfw,Another Bar,926 Bloor Street W,Toronto,ON,M6H 1L4,43.66174952,-79.42741401,5,4,1,"Sports Bars, Pubs, Arts & Entertainment, Music Venues, Nightlife, Bars",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,17,3,0,H,1,7
2iYGfGTI2Bm56rUaJfpZug,Starbucks,1842 Queen St E,Toronto,ON,M4L 6T3,43.668546,-79.307956,3,8,1,"Coffee & Tea, Food",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,57,2,0,L,2,7
Km9IPMrNPEnn40ebgxs6vw,Nu Bügel,240 Augusta Avenue,Toronto,ON,M5T 2L7,43.65536121,-79.4023953,3.5,158,1,"Bagels, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8:0-18:0,10:0-16:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-18:0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,318,24,0,T,2,7
6G_S11aSDjdYnvqRaF24_w,Scruffy Murphy's Irish Pub,150 Eglinton Avenue E,Toronto,ON,M4P 1E8,43.708009,-79.393628,3,32,0,"Nightlife, Restaurants, Pubs, Performing Arts, Irish Pub, Irish, Arts & Entertainment, Cajun/Creole, Bars",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11:0-1:0,10:0-2:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,10:0-2:0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,66,9,0,P,2,7
SFcmvdfsyjsgmu-b9L91Vw,FreshCo,1245 Dupont Street,Toronto,ON,M6H 2A6,43.6675041,-79.4420863,2.5,9,1,"Grocery, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37,2,0,H,2,7
kiwbnv4prSca7lELVhxgIQ,LCBO - Maple Leaf Gardens,20 Carlton Street,Toronto,ON,M5B 1J2,43.66225759,-79.3797509,3,15,1,"Beer, Wine & Spirits, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10:0-21:0,12:0-18:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-22:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250,3,0,B,2,7
Js5dRDxKpB8TqcO8tNPEvA,Lebanon Express,439 Yonge Street,Toronto,ON,M5B 1T3,43.6610723,-79.3827591,3.5,59,1,"Restaurants, Middle Eastern, Food",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9:0-23:0,9:0-22:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-0:0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,54,10,0,B,1,7
3X-sooX0dLo8BB_XItjD4w,Treats,B120-121 King Street W,Toronto,ON,M5H 3T9,43.6477755,-79.3831243,4.5,4,1,"Bakeries, Coffee & Tea, Desserts, Food",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,H,1,7
zkk1ieQQnWtu9TLJukXC0g,Boar N Wing Sports Grill,5164 Dundas Street W,Toronto,ON,M9A 1C4,43.6430341,-79.5342349,3,26,0,"Restaurants, American (Traditional), Nightlife, Chicken Wings, Bars, Burgers, Sports Bars",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,31,8,0,A,2,7
R3kb47nmj39ihivxq-P5Vw,Coffee Time,1471 Eglinton Ave W,Toronto,ON,M6E 2G6,43.6979274,-79.4391237,2,5,1,"Coffee & Tea, Donuts, Food",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7:0-15:0,7:0-16:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-16:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,E,2,7
sKIAHIGW0viQGFAMGgQ3Rg,Sushi Mugen,1105 Queen Street E,Toronto,ON,M4M 1K7,43.66203347,-79.33560839,4,7,1,"Japanese, Restaurants, Sushi Bars",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11:0-22:0,16:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:30-22:0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,10,2,0,M,2,7
JTRr4n5ia0VYk8uwP3n1qw,Burak Market,982 Danforth  Avenue,Toronto,ON,M4J 1M1,43.6803468,-79.3375975,2.5,3,0,"Grocery, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,J,4,7
e084b0uMSnEP7-PYlmAKbA,Lick's Homeburgers & Ice Cream,900 Warden Avenue,Toronto,ON,M1L 4W6,43.7294443,-79.288563,2,15,1,"Ice Cream & Frozen Yogurt, Burgers, Restaurants, Food",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11:0-21:0,0:0-19:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,11,0,0,L,2,7
b6mc6m1qForW6Uh5KRw_zg,The Bull: A Firkin Pub,1835 Yonge Street,Toronto,ON,M4S 1X8,43.6967221,-79.395836,3,32,1,"Pubs, Nightlife, Bars",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,11:30-2:0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,295,7,0,S,2,7
996axDvF9P8zxB9MJA52Xg,Yuzu Izakaya,5582 Yonge Street,Toronto,ON,M2N,43.7790409,-79.41552814,4,26,0,"Tapas/Small Plates, Nightlife, Restaurants, Tapas Bars, Japanese, Bars",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17:30-2:30,17:30-2:30,17:30-2:30,17:30-2:30,17:30-2:30,17:30-2:30,17:30-2:30,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,88,2,0,N,2,7
V6YcXm6mtKTjsYJxEK5HVA,Mascot Brewery,31 Mercer Street,Toronto,ON,M5V 1H2,43.64564819,-79.39078675,3,55,0,"Breweries, Food, Nightlife, Beer Gardens, Bars",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17:0-2:0,11:0-23:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,11:0-2:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,5,0,V,2,7
qHR0o530Hvb92DjcRHbVsg,Lucy Brock,1479 Dundas Street W,Toronto,ON,M6J 1Y8,43.6495574,-79.4311376,4.5,4,0,"Nightlife, Bars",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,20:0-2:0,20:0-2:0,20:0-2:0,20:0-2:0,20:0-2:0,20:0-2:0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,2,0,J,2,6
oIbxs2YL399SGXdcScyVPg,7-Eleven,1390 Weston Road,Toronto,ON,M6M 4S2,43.6910315,-79.5012674,2.5,3,1,"Coffee & Tea, Convenience Stores, Food",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,M,2,7
gy5pr5bFAjOL5rERSdMCLg,The Keg Steakhouse + Bar - York Street,165 York Street,Toronto,ON,M5H 3R8,43.6499945,-79.3839517,4,229,1,"Restaurants, Steakhouses, Nightlife, Seafood, Bars",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:0-1:0,16:0-0:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,16:0-2:0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,573,33,0,H,3,7
LkfHWBf0V4joCAWV7hLU3A,LCBO - Chinatown,335 Spadina Ave,Toronto,ON,M5T 2E9,43.6548557,-79.3983203,2.5,12,1,"Beer, Wine & Spirits, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9:30-21:0,12:0-18:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0,9:30-21:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,80,3,0,T,2,7
cJkKGQ-QYcFicvLHfe5q3w,Rockpile-West,5555 Dundas St W,Toronto,ON,M9B,43.6294203,-79.5489308,3,17,1,"Dance Clubs, Nightlife, Bars",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,31,3,0,B,1,7
84JCu-4LvE6SDAglrJztGA,Rabba Fine Foods,126 Simcoe Street,Toronto,ON,M5H 4H1,43.6492376,-79.3868224,3,12,1,"Grocery, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,1/1/1900 0:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,204,9,1,H,2,7
RYha10Ic8AbHqJ9K08SOag,Suckers Candy,450 Danforth Ave,Toronto,ON,M4K 1P4,43.7001858,-79.4689467,3.5,8,0,"Candy Stores, Food, Specialty Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:0-18:0,1/1/1900 0:00,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,1/1/1900 0:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,K,3,5
R9XTURwJlnuYLUpVrI7qgg,Booster Juice,2420 Bloor Street W,Toronto,ON,M6S 1P9,43.649765,-79.4837045,3,5,0,"Shopping, Nightlife, Food, Juice Bars & Smoothies, Health Markets, Specialty Food",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7:0-22:0,10:0-20:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15,1,0,S,2,7
5WQzKY_Bo_ki0CfBxXgyZA,Krazy Roll,84 Marine Parade Drive,Toronto,ON,M8V 0B7,43.6257169,-79.4771852,4,23,1,"Restaurants, Japanese, Salad, Sushi Bars",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,34,4,0,V,2,7
r395lMbm1ihAQ2sMOcFKow,Mary MacLeod's Shortbread,639 Queen Street E,Toronto,ON,M4M 1G4,43.6581129,-79.35232,4.5,36,0,"Bakeries, Food",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:0-16:0,1/1/1900 0:00,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,1/1/1900 0:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,M,2,5
